罪種,認知件数_2025,認知件数_2024,増減,増減率
四国,,1292.0,1210.0,82.0
四国,,200.0,212.0,-12.0
四国,,287.0,294.0,-7.0
四国,,502.0,387.0,115.0
四国,,303.0,317.0,-14.0
九州,,4237.0,4337.0,-100.0
九州,,1800.0,2083.0,-283.0
九州,,203.0,327.0,-124.0
九州,,196.0,160.0,36.0
九州,,304.0,346.0,-42.0
九州,,305.0,263.0,42.0
九州,,310.0,234.0,76.0
九州,,774.0,463.0,311.0
九州,,345.0,461.0,-116.0
第６表,,,,
総数,,43770.0,39299.0,4471.0
北海道,,927.0,808.0,119.0
北海道,,584.0,503.0,81.0
北海道,,81.0,87.0,-6.0
北海道,,157.0,99.0,58.0
北海道,,75.0,84.0,-9.0
北海道,,30.0,35.0,-5.0
東北,,2559.0,2621.0,-62.0
東北,,207.0,288.0,-81.0
東北,,205.0,336.0,-131.0
東北,,844.0,727.0,117.0
東北,,132.0,177.0,-45.0
東北,,231.0,224.0,7.0
東北,,940.0,869.0,71.0
東京都,,2486.0,2043.0,443.0
関東,,19391.0,17467.0,1924.0
関東,,2646.0,2154.0,492.0
関東,,1761.0,1322.0,439.0
関東,,2468.0,2125.0,343.0
関東,,4179.0,3552.0,627.0
関東,,3395.0,2808.0,587.0
関東,,2435.0,2335.0,100.0
関東,,673.0,879.0,-206.0
関東,,270.0,278.0,-8.0
関東,,586.0,852.0,-266.0
関東,,978.0,1162.0,-184.0
中部,,7186.0,5678.0,1508.0
中部,,673.0,295.0,378.0
中部,,512.0,449.0,63.0
中部,,232.0,300.0,-68.0
中部,,1329.0,1054.0,275.0
中部,,3251.0,2465.0,786.0
中部,,1189.0,1115.0,74.0
近畿,,4521.0,4035.0,486.0
近畿,,349.0,425.0,-76.0
近畿,,380.0,346.0,34.0
近畿,,1579.0,1403.0,176.0
近畿,,1617.0,1378.0,239.0
近畿,,367.0,261.0,106.0
近畿,,229.0,222.0,7.0
中国,,1548.0,1510.0,38.0
中国,,159.0,77.0,82.0
中国,,119.0,184.0,-65.0
中国,,508.0,485.0,23.0
中国,,511.0,544.0,-33.0
中国,,251.0,220.0,31.0
四国,,1243.0,1146.0,97.0
四国,,195.0,203.0,-8.0
四国,,270.0,282.0,-12.0
四国,,485.0,364.0,121.0
四国,,293.0,297.0,-4.0
九州,,3909.0,3991.0,-82.0
九州,,1662.0,1947.0,-285.0
九州,,198.0,306.0,-108.0
九州,,188.0,152.0,36.0
九州,,278.0,313.0,-35.0
九州,,288.0,249.0,39.0
九州,,299.0,225.0,74.0
九州,,723.0,418.0,305.0
九州,,273.0,381.0,-108.0
第６表,,,,
総数,,15924.0,14598.0,1326.0
北海道,,333.0,316.0,17.0
北海道,,194.0,209.0,-15.0
北海道,,28.0,34.0,-6.0
北海道,,71.0,28.0,43.0
北海道,,30.0,32.0,-2.0
北海道,,10.0,13.0,-3.0
東北,,806.0,775.0,31.0
東北,,67.0,82.0,-15.0
東北,,65.0,79.0,-14.0
東北,,307.0,320.0,-13.0
東北,,32.0,43.0,-11.0
東北,,54.0,37.0,17.0
東北,,281.0,214.0,67.0
東京都,,945.0,758.0,187.0
関東,,7433.0,6207.0,1226.0
関東,,1178.0,900.0,278.0
関東,,703.0,479.0,224.0
関東,,970.0,625.0,345.0
関東,,1671.0,1294.0,377.0
関東,,1129.0,1017.0,112.0
関東,,857.0,848.0,9.0
関東,,194.0,317.0,-123.0
関東,,127.0,85.0,42.0
関東,,198.0,205.0,-7.0
関東,,406.0,437.0,-31.0
中部,,2353.0,2286.0,67.0
中部,,116.0,76.0,40.0
中部,,124.0,208.0,-84.0
中部,,57.0,75.0,-18.0
中部,,476.0,451.0,25.0
中部,,1253.0,1145.0,108.0
中部,,327.0,331.0,-4.0
近畿,,1522.0,1494.0,28.0
近畿,,144.0,181.0,-37.0
近畿,,143.0,126.0,17.0
近畿,,568.0,540.0,28.0
近畿,,443.0,461.0,-18.0
近畿,,137.0,117.0,20.0
近畿,,87.0,69.0,18.0
中国,,644.0,614.0,30.0
中国,,96.0,35.0,61.0
中国,,64.0,46.0,18.0
中国,,163.0,210.0,-47.0
中国,,239.0,229.0,10.0
中国,,82.0,94.0,-12.0
四国,,423.0,459.0,-36.0
四国,,61.0,80.0,-19.0
四国,,76.0,112.0,-36.0
四国,,154.0,114.0,40.0
四国,,132.0,153.0,-21.0
九州,,1465.0,1689.0,-224.0
九州,,671.0,862.0,-191.0
九州,,92.0,120.0,-28.0
九州,,54.0,57.0,-3.0
九州,,100.0,117.0,-17.0
九州,,127.0,107.0,20.0
九州,,112.0,93.0,19.0
九州,,199.0,210.0,-11.0
九州,,110.0,123.0,-13.0
第６表,,,,
総数,,27846.0,24701.0,3145.0
北海道,,594.0,492.0,102.0
北海道,,390.0,294.0,96.0
北海道,,53.0,53.0,0.0
北海道,,86.0,71.0,15.0
北海道,,45.0,52.0,-7.0
北海道,,20.0,22.0,-2.0
東北,,1753.0,1846.0,-93.0
東北,,140.0,206.0,-66.0
東北,,140.0,257.0,-117.0
東北,,537.0,407.0,130.0
東北,,100.0,134.0,-34.0
東北,,177.0,187.0,-10.0
東北,,659.0,655.0,4.0
東京都,,1541.0,1285.0,256.0
関東,,11958.0,11260.0,698.0
関東,,1468.0,1254.0,214.0
関東,,1058.0,843.0,215.0
関東,,1498.0,1500.0,-2.0
関東,,2508.0,2258.0,250.0
関東,,2266.0,1791.0,475.0
関東,,1578.0,1487.0,91.0
関東,,479.0,562.0,-83.0
関東,,143.0,193.0,-50.0
関東,,388.0,647.0,-259.0
関東,,572.0,725.0,-153.0
中部,,4833.0,3392.0,1441.0
中部,,557.0,219.0,338.0
中部,,388.0,241.0,147.0
中部,,175.0,225.0,-50.0
中部,,853.0,603.0,250.0
中部,,1998.0,1320.0,678.0
中部,,862.0,784.0,78.0
近畿,,2999.0,2541.0,458.0
近畿,,205.0,244.0,-39.0
近畿,,237.0,220.0,17.0
近畿,,1011.0,863.0,148.0
近畿,,1174.0,917.0,257.0
近畿,,230.0,144.0,86.0
近畿,,142.0,153.0,-11.0
中国,,904.0,896.0,8.0
中国,,63.0,42.0,21.0
中国,,55.0,138.0,-83.0
中国,,345.0,275.0,70.0
中国,,272.0,315.0,-43.0
中国,,169.0,126.0,43.0
四国,,820.0,687.0,133.0
四国,,134.0,123.0,11.0
四国,,194.0,170.0,24.0
四国,,331.0,250.0,81.0
四国,,161.0,144.0,17.0
九州,,2444.0,2302.0,142.0
九州,,991.0,1085.0,-94.0
九州,,106.0,186.0,-80.0
九州,,134.0,95.0,39.0
九州,,178.0,196.0,-18.0
九州,,161.0,142.0,19.0
九州,,187.0,132.0,55.0
九州,,524.0,208.0,316.0
九州,,163.0,258.0,-95.0
第６表,,,,
総数,,6012.0,5574.0,438.0
北海道,,72.0,90.0,-18.0
北海道,,50.0,59.0,-9.0
北海道,,5.0,3.0,2.0
北海道,,5.0,5.0,0.0
北海道,,11.0,19.0,-8.0
北海道,,1.0,4.0,-3.0
東北,,124.0,167.0,-43.0
東北,,13.0,16.0,-3.0
東北,,9.0,14.0,-5.0
東北,,34.0,30.0,4.0
東北,,3.0,5.0,-2.0
東北,,10.0,3.0,7.0
東北,,55.0,99.0,-44.0
東京都,,148.0,212.0,-64.0
関東,,3275.0,3109.0,166.0
関東,,509.0,512.0,-3.0
関東,,261.0,276.0,-15.0
関東,,309.0,251.0,58.0
関東,,710.0,738.0,-28.0
関東,,501.0,670.0,-169.0
関東,,631.0,466.0,165.0
関東,,23.0,30.0,-7.0
関東,,22.0,45.0,-23.0
関東,,91.0,48.0,43.0
関東,,218.0,73.0,145.0
中部,,1305.0,1017.0,288.0
中部,,22.0,15.0,7.0
中部,,26.0,10.0,16.0
中部,,9.0,3.0,6.0
中部,,162.0,114.0,48.0
中部,,1008.0,809.0,199.0
中部,,78.0,66.0,12.0
近畿,,757.0,631.0,126.0
近畿,,56.0,48.0,8.0
近畿,,54.0,43.0,11.0
近畿,,499.0,364.0,135.0
近畿,,110.0,139.0,-29.0
近畿,,24.0,29.0,-5.0
近畿,,14.0,8.0,6.0
中国,,91.0,90.0,1.0
中国,,5.0,6.0,-1.0
中国,,4.0,3.0,1.0
中国,,56.0,46.0,10.0
中国,,21.0,18.0,3.0
中国,,5.0,17.0,-12.0
四国,,41.0,45.0,-4.0
四国,,3.0,9.0,-6.0
四国,,16.0,7.0,9.0
四国,,16.0,18.0,-2.0
四国,,6.0,11.0,-5.0
九州,,199.0,213.0,-14.0
九州,,55.0,58.0,-3.0
九州,,4.0,18.0,-14.0
九州,,6.0,8.0,-2.0
九州,,16.0,20.0,-4.0
九州,,10.0,10.0,0.0
九州,,10.0,9.0,1.0
九州,,43.0,35.0,8.0
九州,,55.0,55.0,0.0
第６表,,,,
総数,,439.0,523.0,-84.0
北海道,,11.0,7.0,4.0
北海道,,11.0,4.0,7.0
北海道,,0.0,1.0,-1.0
北海道,,0.0,1.0,-1.0
北海道,,0.0,1.0,-1.0
北海道,,0.0,0.0,0.0
東北,,8.0,8.0,0.0
東北,,2.0,1.0,1.0
東北,,2.0,0.0,2.0
東北,,3.0,5.0,-2.0
東北,,0.0,1.0,-1.0
東北,,1.0,0.0,1.0
東北,,0.0,1.0,-1.0
東京都,,77.0,91.0,-14.0
関東,,132.0,146.0,-14.0
関東,,13.0,6.0,7.0
関東,,5.0,2.0,3.0
関東,,4.0,4.0,0.0
関東,,45.0,48.0,-3.0
関東,,25.0,47.0,-22.0
関東,,32.0,28.0,4.0
関東,,1.0,3.0,-2.0
関東,,1.0,0.0,1.0
関東,,2.0,1.0,1.0
関東,,4.0,7.0,-3.0
中部,,31.0,46.0,-15.0
中部,,2.0,0.0,2.0
中部,,0.0,1.0,-1.0
中部,,0.0,1.0,-1.0
中部,,2.0,6.0,-4.0
中部,,25.0,37.0,-12.0
中部,,2.0,1.0,1.0
近畿,,111.0,177.0,-66.0
近畿,,1.0,4.0,-3.0
近畿,,8.0,9.0,-1.0
近畿,,81.0,135.0,-54.0
近畿,,15.0,20.0,-5.0
近畿,,4.0,4.0,0.0
近畿,,2.0,5.0,-3.0
中国,,21.0,6.0,15.0
中国,,0.0,0.0,0.0
中国,,1.0,0.0,1.0
中国,,13.0,1.0,12.0
中国,,7.0,3.0,4.0
中国,,0.0,2.0,-2.0
四国,,0.0,3.0,-3.0
四国,,0.0,0.0,0.0
四国,,0.0,3.0,-3.0
四国,,0.0,0.0,0.0
四国,,0.0,0.0,0.0
九州,,48.0,39.0,9.0
九州,,23.0,23.0,0.0
九州,,1.0,2.0,-1.0
九州,,0.0,0.0,0.0
九州,,5.0,3.0,2.0
九州,,3.0,2.0,1.0
九州,,0.0,0.0,0.0
九州,,3.0,2.0,1.0
九州,,13.0,7.0,6.0
第６表,,,,
総数,,1432.0,1302.0,130.0
北海道,,16.0,12.0,4.0
北海道,,16.0,12.0,4.0
北海道,,0.0,0.0,0.0
北海道,,0.0,0.0,0.0
北海道,,0.0,0.0,0.0
北海道,,0.0,0.0,0.0
東北,,14.0,15.0,-1.0
東北,,2.0,1.0,1.0
東北,,2.0,0.0,2.0
東北,,6.0,5.0,1.0
東北,,0.0,1.0,-1.0
東北,,0.0,2.0,-2.0
東北,,4.0,6.0,-2.0
東京都,,701.0,529.0,172.0
関東,,224.0,179.0,45.0
関東,,4.0,4.0,0.0
関東,,7.0,0.0,7.0
関東,,3.0,12.0,-9.0
関東,,65.0,50.0,15.0
関東,,34.0,35.0,-1.0
関東,,101.0,53.0,48.0
関東,,4.0,5.0,-1.0
関東,,0.0,1.0,-1.0
関東,,0.0,2.0,-2.0
関東,,6.0,17.0,-11.0
中部,,87.0,107.0,-20.0
中部,,9.0,8.0,1.0
中部,,4.0,28.0,-24.0
中部,,4.0,3.0,1.0
中部,,17.0,8.0,9.0
中部,,53.0,57.0,-4.0
中部,,0.0,3.0,-3.0
近畿,,288.0,325.0,-37.0
近畿,,5.0,6.0,-1.0
近畿,,20.0,16.0,4.0
近畿,,228.0,269.0,-41.0
近畿,,30.0,26.0,4.0
近畿,,4.0,4.0,0.0
近畿,,1.0,4.0,-3.0
中国,,13.0,25.0,-12.0
中国,,1.0,0.0,1.0
中国,,1.0,0.0,1.0
中国,,5.0,1.0,4.0
中国,,5.0,19.0,-14.0
中国,,1.0,5.0,-4.0
四国,,8.0,16.0,-8.0
四国,,2.0,0.0,2.0
四国,,1.0,2.0,-1.0
四国,,1.0,5.0,-4.0
四国,,4.0,9.0,-5.0
九州,,81.0,94.0,-13.0
九州,,60.0,55.0,5.0
九州,,0.0,1.0,-1.0
九州,,2.0,0.0,2.0
九州,,5.0,10.0,-5.0
九州,,4.0,2.0,2.0
九州,,1.0,0.0,1.0
九州,,5.0,8.0,-3.0
九州,,4.0,18.0,-14.0
第７表,,,,
性別,,,,
総数,,13805.0,13468.0,337.0
総数,,1361.0,1507.0,-146.0
総数,,4247.0,3877.0,370.0
総数,,3830.0,3875.0,-45.0
総数,,1533.0,1396.0,137.0
総数,,959.0,945.0,14.0
総数,,679.0,671.0,8.0
総数,,232.0,215.0,17.0
総数,,165.0,151.0,14.0
総数,,337.0,329.0,8.0
総数,,187.0,202.0,-15.0
総数,,0.0,1.0,-1.0
総数,,275.0,299.0,-24.0
うち)男,,2245.0,2247.0,-2.0
うち)男,,223.0,262.0,-39.0
うち)男,,404.0,307.0,97.0
うち)男,,383.0,386.0,-3.0
うち)男,,263.0,256.0,7.0
うち)男,,245.0,276.0,-31.0
うち)男,,259.0,312.0,-53.0
うち)男,,125.0,115.0,10.0
うち)男,,90.0,82.0,8.0
うち)男,,181.0,175.0,6.0
うち)男,,72.0,76.0,-4.0
うち)女,,11285.0,10921.0,364.0
うち)女,,1138.0,1245.0,-107.0
うち)女,,3843.0,3570.0,273.0
うち)女,,3447.0,3489.0,-42.0
うち)女,,1270.0,1140.0,130.0
うち)女,,714.0,669.0,45.0
うち)女,,420.0,359.0,61.0
うち)女,,107.0,100.0,7.0
うち)女,,75.0,69.0,6.0
うち)女,,156.0,154.0,2.0
うち)女,,115.0,126.0,-11.0
注　一つの事件で数人の被害者がいる場合は、主たる被害者について計上してある。,,,,
第７表,,,,
性別,,,,
総数,,51653.0,46698.0,4955.0
総数,,21.0,24.0,-3.0
総数,,555.0,454.0,101.0
総数,,3187.0,3128.0,59.0
総数,,3777.0,3678.0,99.0
総数,,5348.0,5148.0,200.0
総数,,7542.0,6855.0,687.0
総数,,4442.0,3572.0,870.0
総数,,3935.0,3223.0,712.0
総数,,6622.0,5561.0,1061.0
総数,,4945.0,3996.0,949.0
総数,,11279.0,11059.0,220.0
うち)男,,27467.0,24420.0,3047.0
うち)男,,6.0,9.0,-3.0
うち)男,,278.0,230.0,48.0
うち)男,,1922.0,1870.0,52.0
うち)男,,2845.0,2756.0,89.0
うち)男,,4150.0,4053.0,97.0
うち)男,,5512.0,5059.0,453.0
うち)男,,3113.0,2511.0,602.0
うち)男,,2771.0,2223.0,548.0
うち)男,,4452.0,3808.0,644.0
うち)男,,2418.0,1901.0,517.0
うち)女,,12907.0,11219.0,1688.0
うち)女,,15.0,15.0,0.0
うち)女,,277.0,224.0,53.0
うち)女,,1265.0,1258.0,7.0
うち)女,,932.0,922.0,10.0
うち)女,,1198.0,1095.0,103.0
うち)女,,2030.0,1796.0,234.0
うち)女,,1329.0,1061.0,268.0
うち)女,,1164.0,1000.0,164.0
うち)女,,2170.0,1753.0,417.0
うち)女,,2527.0,2095.0,432.0
注　一つの事件で数人の被害者がいる場合は、主たる被害者について計上してある。,,,,
第８表,,,,
性別,,,,
総数,,10710.0,10184.0,526.0
総数,,1308.0,1143.0,165.0
総数,,3041.0,2753.0,288.0
総数,,2154.0,2045.0,109.0
総数,,1783.0,1756.0,27.0
総数,,1178.0,1205.0,-27.0
総数,,365.0,343.0,22.0
総数,,248.0,290.0,-42.0
総数,,445.0,472.0,-27.0
総数,,188.0,177.0,11.0
男,,10110.0,9519.0,591.0
男,,1247.0,1083.0,164.0
男,,2911.0,2618.0,293.0
男,,2003.0,1904.0,99.0
男,,1683.0,1628.0,55.0
男,,1102.0,1105.0,-3.0
男,,345.0,316.0,29.0
男,,230.0,272.0,-42.0
男,,422.0,431.0,-9.0
男,,167.0,162.0,5.0
女,,600.0,665.0,-65.0
女,,61.0,60.0,1.0
女,,130.0,135.0,-5.0
女,,151.0,141.0,10.0
女,,100.0,128.0,-28.0
女,,76.0,100.0,-24.0
女,,20.0,27.0,-7.0
女,,18.0,18.0,0.0
女,,23.0,41.0,-18.0
女,,21.0,15.0,6.0
第８表,,,,
性別,,,,
総数,,6088.0,5988.0,100.0
総数,,688.0,538.0,150.0
総数,,1718.0,1794.0,-76.0
総数,,1177.0,1188.0,-11.0
総数,,953.0,865.0,88.0
総数,,718.0,813.0,-95.0
総数,,250.0,217.0,33.0
総数,,182.0,197.0,-15.0
総数,,306.0,291.0,15.0
総数,,96.0,85.0,11.0
男,,5542.0,5495.0,47.0
男,,660.0,506.0,154.0
男,,1543.0,1634.0,-91.0
男,,1094.0,1111.0,-17.0
男,,864.0,787.0,77.0
男,,650.0,744.0,-94.0
男,,219.0,194.0,25.0
男,,160.0,184.0,-24.0
男,,273.0,261.0,12.0
男,,79.0,74.0,5.0
女,,546.0,493.0,53.0
女,,28.0,32.0,-4.0
女,,175.0,160.0,15.0
女,,83.0,77.0,6.0
女,,89.0,78.0,11.0
女,,68.0,69.0,-1.0
女,,31.0,23.0,8.0
女,,22.0,13.0,9.0
女,,33.0,30.0,3.0
女,,17.0,11.0,6.0
第９表,,,,
（１） 主要な街頭犯罪　都道府県別　認知・検挙件数・検挙人員　対前年比較,,,,
主な街頭犯罪総数,,210319.0,209239.0,1080.0
北海道,,5599.0,5880.0,-281.0
北海道,,4761.0,4940.0,-179.0
北海道,,260.0,312.0,-52.0
北海道,,226.0,298.0,-72.0
北海道,,293.0,267.0,26.0
北海道,,59.0,63.0,-4.0
東北,,6117.0,6483.0,-366.0
東北,,1016.0,842.0,174.0
東北,,612.0,734.0,-122.0
東北,,2093.0,2399.0,-306.0
東北,,386.0,393.0,-7.0
東北,,495.0,433.0,62.0
東北,,1515.0,1682.0,-167.0
東京都,,29048.0,30608.0,-1560.0
関東,,63599.0,61120.0,2479.0
関東,,3669.0,4106.0,-437.0
関東,,2714.0,2530.0,184.0
関東,,3565.0,2713.0,852.0
関東,,17114.0,17268.0,-154.0
関東,,12401.0,11896.0,505.0
関東,,15572.0,14811.0,761.0
関東,,2112.0,1845.0,267.0
関東,,952.0,931.0,21.0
関東,,1651.0,1525.0,126.0
関東,,3849.0,3495.0,354.0
中部,,24013.0,22864.0,1149.0
中部,,909.0,944.0,-35.0
中部,,1117.0,1171.0,-54.0
中部,,543.0,523.0,20.0
中部,,2562.0,2329.0,233.0
中部,,16525.0,15440.0,1085.0
中部,,2357.0,2457.0,-100.0
近畿,,47029.0,47928.0,-899.0
近畿,,1866.0,1748.0,118.0
近畿,,3592.0,3697.0,-105.0
近畿,,30481.0,31089.0,-608.0
近畿,,9291.0,9378.0,-87.0
近畿,,1193.0,1156.0,37.0
近畿,,606.0,860.0,-254.0
中国,,9393.0,9594.0,-201.0
中国,,675.0,527.0,148.0
中国,,285.0,320.0,-35.0
中国,,3408.0,3372.0,36.0
中国,,3941.0,4195.0,-254.0
中国,,1084.0,1180.0,-96.0
四国,,4646.0,4353.0,293.0
四国,,788.0,824.0,-36.0
四国,,1293.0,1179.0,114.0
四国,,1745.0,1467.0,278.0
四国,,820.0,883.0,-63.0
九州,,20875.0,20409.0,466.0
九州,,11218.0,11375.0,-157.0
九州,,817.0,828.0,-11.0
九州,,454.0,496.0,-42.0
九州,,2014.0,1798.0,216.0
九州,,1055.0,867.0,188.0
九州,,1470.0,1289.0,181.0
九州,,1452.0,1540.0,-88.0
九州,,2395.0,2216.0,179.0
　注　主な街頭犯罪総数は、路上強盗、部品ねらい、車上ねらい、自動販売機ねらい、オートバイ盗、自転車盗を合計した数である。,,,,
第９表,,,,
（２） 器物損壊　都道府県別　認知・検挙件数・検挙人員　対前年比較,,,,
総数,,48643.0,49501.0,-858.0
北海道,,1259.0,1380.0,-121.0
北海道,,843.0,901.0,-58.0
北海道,,105.0,137.0,-32.0
北海道,,112.0,134.0,-22.0
北海道,,140.0,146.0,-6.0
北海道,,59.0,62.0,-3.0
東北,,2192.0,2408.0,-216.0
東北,,347.0,363.0,-16.0
東北,,224.0,227.0,-3.0
東北,,743.0,875.0,-132.0
東北,,143.0,138.0,5.0
東北,,148.0,170.0,-22.0
東北,,587.0,635.0,-48.0
東京都,,6835.0,7075.0,-240.0
関東,,13148.0,13127.0,21.0
関東,,1130.0,1151.0,-21.0
関東,,751.0,787.0,-36.0
関東,,853.0,785.0,68.0
関東,,3957.0,3679.0,278.0
関東,,2082.0,2129.0,-47.0
関東,,2058.0,2241.0,-183.0
関東,,627.0,674.0,-47.0
関東,,143.0,149.0,-6.0
関東,,493.0,464.0,29.0
関東,,1054.0,1068.0,-14.0
中部,,6383.0,6543.0,-160.0
中部,,264.0,243.0,21.0
中部,,248.0,269.0,-21.0
中部,,147.0,145.0,2.0
中部,,990.0,1052.0,-62.0
中部,,3967.0,3966.0,1.0
中部,,767.0,868.0,-101.0
近畿,,10400.0,10469.0,-69.0
近畿,,590.0,591.0,-1.0
近畿,,767.0,742.0,25.0
近畿,,5057.0,5096.0,-39.0
近畿,,3264.0,3286.0,-22.0
近畿,,437.0,471.0,-34.0
近畿,,285.0,283.0,2.0
中国,,2130.0,2106.0,24.0
中国,,136.0,81.0,55.0
中国,,100.0,133.0,-33.0
中国,,549.0,509.0,40.0
中国,,1054.0,1063.0,-9.0
中国,,291.0,320.0,-29.0
四国,,1450.0,1414.0,36.0
四国,,212.0,192.0,20.0
四国,,459.0,442.0,17.0
四国,,532.0,522.0,10.0
四国,,247.0,258.0,-11.0
九州,,4846.0,4979.0,-133.0
九州,,2369.0,2479.0,-110.0
九州,,143.0,164.0,-21.0
九州,,178.0,194.0,-16.0
九州,,377.0,336.0,41.0
九州,,236.0,254.0,-18.0
九州,,205.0,207.0,-2.0
九州,,593.0,590.0,3.0
九州,,745.0,755.0,-10.0
第９表,,,,
（２） 住居侵入　都道府県別　認知・検挙件数・検挙人員　対前年比較,,,,
総数,,10022.0,9431.0,591.0
北海道,,407.0,374.0,33.0
北海道,,251.0,263.0,-12.0
北海道,,46.0,36.0,10.0
北海道,,44.0,35.0,9.0
北海道,,46.0,27.0,19.0
北海道,,20.0,13.0,7.0
東北,,534.0,601.0,-67.0
東北,,60.0,75.0,-15.0
東北,,63.0,64.0,-1.0
東北,,171.0,213.0,-42.0
東北,,33.0,33.0,0.0
東北,,57.0,48.0,9.0
東北,,150.0,168.0,-18.0
東京都,,758.0,652.0,106.0
関東,,3610.0,3321.0,289.0
関東,,376.0,311.0,65.0
関東,,363.0,266.0,97.0
関東,,379.0,352.0,27.0
関東,,599.0,501.0,98.0
関東,,565.0,521.0,44.0
関東,,675.0,680.0,-5.0
関東,,157.0,139.0,18.0
関東,,34.0,56.0,-22.0
関東,,139.0,136.0,3.0
関東,,323.0,359.0,-36.0
中部,,1141.0,1047.0,94.0
中部,,101.0,62.0,39.0
中部,,65.0,37.0,28.0
中部,,58.0,40.0,18.0
中部,,192.0,177.0,15.0
中部,,517.0,488.0,29.0
中部,,208.0,243.0,-35.0
近畿,,1606.0,1530.0,76.0
近畿,,133.0,158.0,-25.0
近畿,,127.0,126.0,1.0
近畿,,781.0,702.0,79.0
近畿,,457.0,427.0,30.0
近畿,,66.0,76.0,-10.0
近畿,,42.0,41.0,1.0
中国,,590.0,508.0,82.0
中国,,69.0,45.0,24.0
中国,,27.0,32.0,-5.0
中国,,133.0,127.0,6.0
中国,,280.0,242.0,38.0
中国,,81.0,62.0,19.0
四国,,243.0,289.0,-46.0
四国,,46.0,27.0,19.0
四国,,103.0,143.0,-40.0
四国,,49.0,64.0,-15.0
四国,,45.0,55.0,-10.0
九州,,1133.0,1109.0,24.0
九州,,436.0,459.0,-23.0
九州,,71.0,60.0,11.0
九州,,95.0,98.0,-3.0
九州,,79.0,78.0,1.0
九州,,39.0,31.0,8.0
九州,,94.0,98.0,-4.0
九州,,139.0,113.0,26.0
九州,,180.0,172.0,8.0
第１０表,,,,
総数,,182883.0,175630.0,7253.0
北海道,,8812.0,8308.0,504.0
北海道,,6000.0,5476.0,524.0
北海道,,625.0,626.0,-1.0
北海道,,865.0,934.0,-69.0
北海道,,927.0,882.0,45.0
北海道,,395.0,390.0,5.0
東北,,9183.0,9340.0,-157.0
東北,,1388.0,1384.0,4.0
東北,,1099.0,1057.0,42.0
東北,,2719.0,2760.0,-41.0
東北,,855.0,953.0,-98.0
東北,,1257.0,1232.0,25.0
東北,,1865.0,1954.0,-89.0
東京都,,22257.0,21483.0,774.0
関東,,48664.0,45753.0,2911.0
関東,,3956.0,3385.0,571.0
関東,,2011.0,1887.0,124.0
関東,,2989.0,2839.0,150.0
関東,,9324.0,8728.0,596.0
関東,,8005.0,7780.0,225.0
関東,,11227.0,10715.0,512.0
関東,,3026.0,2754.0,272.0
関東,,826.0,774.0,52.0
関東,,1968.0,1862.0,106.0
関東,,5332.0,5029.0,303.0
中部,,21111.0,21237.0,-126.0
中部,,1792.0,1694.0,98.0
中部,,1378.0,1443.0,-65.0
中部,,1134.0,1164.0,-30.0
中部,,2742.0,2830.0,-88.0
中部,,12071.0,11906.0,165.0
中部,,1994.0,2200.0,-206.0
近畿,,35369.0,34499.0,870.0
近畿,,2296.0,2195.0,101.0
近畿,,3600.0,3552.0,48.0
近畿,,15376.0,14818.0,558.0
近畿,,10416.0,10088.0,328.0
近畿,,2173.0,2238.0,-65.0
近畿,,1508.0,1608.0,-100.0
中国,,10180.0,9500.0,680.0
中国,,995.0,832.0,163.0
中国,,787.0,712.0,75.0
中国,,2801.0,2618.0,183.0
中国,,3817.0,3759.0,58.0
中国,,1780.0,1579.0,201.0
四国,,5022.0,4901.0,121.0
四国,,800.0,753.0,47.0
四国,,1526.0,1543.0,-17.0
四国,,1710.0,1676.0,34.0
四国,,986.0,929.0,57.0
九州,,22285.0,20609.0,1676.0
九州,,9024.0,8404.0,620.0
九州,,1353.0,1270.0,83.0
九州,,1689.0,1576.0,113.0
九州,,2527.0,2369.0,158.0
九州,,1328.0,1123.0,205.0
九州,,1385.0,1236.0,149.0
九州,,1931.0,1810.0,121.0
九州,,3048.0,2821.0,227.0
第１１表,,,,
法令別,,,,
特別法犯総数　注１,59705.0,59561.0,144.0,0.2
公職選挙法,195.0,136.0,59.0,43.4
入管法,4871.0,5667.0,-796.0,-14.0
軽犯罪法,5669.0,5956.0,-287.0,-4.8
迷惑防止条例,4531.0,5269.0,-738.0,-14.0
ストーカー規制法,1325.0,1219.0,106.0,8.7
DV法,69.0,60.0,9.0,15.0
競馬法,3.0,1.0,2.0,200.0
風営適正化法,587.0,670.0,-83.0,-12.4
売春防止法,311.0,384.0,-73.0,-19.0
児童福祉法,74.0,76.0,-2.0,-2.6
児童買春・児童ポルノ法,2729.0,2952.0,-223.0,-7.6
青少年保護育成条例,1205.0,1352.0,-147.0,-10.9
出資法,60.0,68.0,-8.0,-11.8
貸金業法,44.0,55.0,-11.0,-20.0
犯罪収益移転防止法,4310.0,4113.0,197.0,4.8
宅地建物取引業法,13.0,16.0,-3.0,-18.8
関税法,30.0,36.0,-6.0,-16.7
外為法,1.0,5.0,-4.0,-80.0
著作権法,221.0,151.0,70.0,46.4
商標法,495.0,613.0,-118.0,-19.2
不正アクセス禁止法,399.0,501.0,-102.0,-20.4
不正競争防止法,64.0,36.0,28.0,77.8
銃刀法,4187.0,4205.0,-18.0,-0.4
火薬類取締法,103.0,112.0,-9.0,-8.0
麻薬等取締法,10575.0,1881.0,8694.0,462.2
